"ID","RatioMut","SD","TotalReads","SampleCount","Status","Date"
"Deletion: 20[27557]",1,0,63519,7,"Confirmed Fastq","20211227"
"Deletion: 23[6659]",0,NA,77,9,"Unknown","20211227"
"Deletion: 26[6655]",NA,NA,0,3,"Possible Artifact","20211227"
"Deletion: 4[27694]",0.5,0.707106781186548,438,3,"Unknown","20211227"
"Deletion: 4[27697]",1,0,9121,2,"Confirmed Fastq","20211227"
"Deletion: 4[28913]",NA,NA,0,8,"Possible Artifact","20211227"
"Deletion: 5[22738]",0.5,0.707106781186548,4178,2,"Unknown","20211227"
"Deletion: 5[27693]",0.75,0.353553390593274,37264,2,"Confirmed Fastq","20211227"
"Deletion: 7[27571]",0.333333333333333,0.577350269189626,3635,6,"Unknown","20211227"
"Deletion: 7[516]",0.1,0.223606797749979,50795,8,"Unknown","20211227"
"Deletion: 8[27644]",NA,NA,0,3,"Possible Artifact","20211227"
"Insertion: 10387",0.529556722937079,0.0335773465626595,369,2,"Unknown","20211227"
"Insertion: 12967",0.649350649350649,0,462,2,"Unknown","20211227"
"Insertion: 1947",0.763783684524629,0.3162714671579,296,2,"Unknown","20211227"
"Insertion: 21102",1,NA,12,1,"Unknown","20211227"
"Insertion: 21570",1,0,322,2,"Unknown","20211227"
"Insertion: 21571",1,0,322,2,"Unknown","20211227"
"Insertion: 21572",1,0,322,2,"Unknown","20211227"
"Insertion: 22205",1,0,7433,4,"Confirmed Fastq","20211227"
"Insertion: 22206",1,0,7433,4,"Confirmed Fastq","20211227"
"Insertion: 22207",1,0,7433,4,"Confirmed Fastq","20211227"
"Insertion: 22208",1,0,7433,4,"Confirmed Fastq","20211227"
"Insertion: 22209",1,0,7433,4,"Confirmed Fastq","20211227"
"Insertion: 22210",1,0,7433,4,"Confirmed Fastq","20211227"
"Insertion: 22211",1,0,7433,4,"Confirmed Fastq","20211227"
"Insertion: 22212",1,0,7433,4,"Confirmed Fastq","20211227"
"Insertion: 22213",1,0,7433,4,"Confirmed Fastq","20211227"
"Insertion: 22219",0.312912346842601,0,2122,2,"Unknown","20211227"
"Insertion: 23826",0.479024943310658,0.284606470885742,1776,2,"Unknown","20211227"
"Insertion: 26494",1,0,91,2,"Unknown","20211227"
"Insertion: 27512",NA,NA,0,3,"Possible Artifact","20211227"
"Insertion: 27692",0.666666666666667,0.577350269189626,9354,3,"Unknown","20211227"
"Insertion: 27693",0.666666666666667,0.577350269189626,9358,3,"Unknown","20211227"
"Insertion: 27694",0.666666666666667,0.577350269189626,9373,3,"Unknown","20211227"
"Insertion: 27792",1,NA,73,1,"Unknown","20211227"
"Insertion: 27898",NA,NA,0,3,"Possible Artifact","20211227"
"Insertion: 28215",0.428571428571429,NA,35,1,"Unknown","20211227"
"Deletion: 1[10886]",0.571428571428571,0,112,2,"Unknown","20220107"
"Deletion: 1[20699]",0.5848816151318,0.00474281830563116,928,2,"Unknown","20220107"
"Deletion: 1[22084]",0.0832852039069168,0.0639548670343779,966,2,"Unknown","20220107"
"Deletion: 1[25798]",0.307013564886815,0.100271211735132,787,2,"Unknown","20220107"
"Deletion: 1[29569]",0.902097902097902,NA,143,2,"Unknown","20220107"
"Deletion: 1[29581]",0.633228118629579,0.245006329581238,47341,4,"Unknown","20220107"
"Deletion: 1[29680]",0.290629392171586,0.0983215921317169,659,2,"Unknown","20220107"
"Deletion: 1[7058]",0.25,0,936,2,"Unknown","20220107"
"Deletion: 11[27569]",NA,NA,0,4,"Possible Artifact","20220107"
"Deletion: 11[27630]",NA,NA,0,2,"Possible Artifact","20220107"
"Deletion: 13[510]",0.362908454446711,0.392842598425687,44478,23,"Unknown","20220107"
"Deletion: 2[20485]",0.407407407407407,0.576161080966817,44,2,"Unknown","20220107"
"Deletion: 2[27231]",0.261482309526836,0.369666243375578,11567,2,"Unknown","20220107"
"Deletion: 20[25431]",0,0,52,18,"Possible Artifact","20220107"
"Deletion: 23[6659]",0,NA,77,10,"Unknown","20220107"
"Deletion: 26[6655]",NA,NA,0,3,"Possible Artifact","20220107"
"Deletion: 4[27694]",0.5,0.707106781186548,438,3,"Unknown","20220107"
"Deletion: 4[28913]",NA,NA,0,10,"Possible Artifact","20220107"
"Deletion: 5[22738]",0.5,0.707106781186548,4178,2,"Unknown","20220107"
"Deletion: 5[29683]",1,0,34466,2,"Confirmed Fastq","20220107"
"Deletion: 7[27571]",0.333333333333333,0.577350269189626,3635,6,"Unknown","20220107"
"Deletion: 7[516]",0.1,0.223606797749979,50795,8,"Unknown","20220107"
"Deletion: 8[27644]",NA,NA,0,3,"Possible Artifact","20220107"
"Insertion: 10387",0.529556722937079,0.0335773465626595,369,2,"Unknown","20220107"
"Insertion: 12967",0.649350649350649,0,462,2,"Unknown","20220107"
"Insertion: 1947",0.763783684524629,0.3162714671579,296,2,"Unknown","20220107"
"Insertion: 21102",1,NA,12,1,"Unknown","20220107"
"Insertion: 21570",1,0,322,2,"Unknown","20220107"
"Insertion: 21571",1,0,322,2,"Unknown","20220107"
"Insertion: 21572",1,0,322,2,"Unknown","20220107"
"Insertion: 22205",1,0,15563,6,"Confirmed Fastq","20220107"
"Insertion: 22206",1,0,15563,6,"Confirmed Fastq","20220107"
"Insertion: 22207",1,0,15563,6,"Confirmed Fastq","20220107"
"Insertion: 22208",1,0,15563,6,"Confirmed Fastq","20220107"
"Insertion: 22209",1,0,15563,6,"Confirmed Fastq","20220107"
"Insertion: 22210",1,0,15563,6,"Confirmed Fastq","20220107"
"Insertion: 22211",1,0,15563,6,"Confirmed Fastq","20220107"
"Insertion: 22212",1,0,15563,6,"Confirmed Fastq","20220107"
"Insertion: 22213",1,0,15563,6,"Confirmed Fastq","20220107"
"Insertion: 22219",0.312912346842601,0,2122,2,"Unknown","20220107"
"Insertion: 23826",0.479024943310658,0.284606470885742,1776,2,"Unknown","20220107"
"Insertion: 26494",1,0,91,2,"Unknown","20220107"
"Insertion: 27512",NA,NA,0,3,"Possible Artifact","20220107"
"Insertion: 27692",0.666666666666667,0.577350269189626,9354,3,"Unknown","20220107"
"Insertion: 27693",0.666666666666667,0.577350269189626,9358,3,"Unknown","20220107"
"Insertion: 27694",0.666666666666667,0.577350269189626,9373,3,"Unknown","20220107"
"Insertion: 27792",1,NA,73,1,"Unknown","20220107"
"Insertion: 27898",NA,NA,0,3,"Possible Artifact","20220107"
"Insertion: 28215",0.576173826173826,0.208741312528097,1179,2,"Unknown","20220107"
"Insertion: 22205",1,0,3562,2,"Confirmed Fastq","20220114"
"Insertion: 22206",1,0,3562,2,"Confirmed Fastq","20220114"
"Insertion: 22207",1,0,3562,2,"Confirmed Fastq","20220114"
"Insertion: 22208",1,0,3562,2,"Confirmed Fastq","20220114"
"Insertion: 22209",1,0,3562,2,"Confirmed Fastq","20220114"
"Insertion: 22210",1,0,3562,2,"Confirmed Fastq","20220114"
"Insertion: 22211",1,0,3562,2,"Confirmed Fastq","20220114"
"Insertion: 22212",1,0,3562,2,"Confirmed Fastq","20220114"
"Insertion: 22213",1,0,3562,2,"Confirmed Fastq","20220114"
"Insertion: 25700",0.713023725391217,0,7924,2,"Confirmed Fastq","20220114"
"Insertion: 25701",0.712484237074401,0,7930,2,"Confirmed Fastq","20220114"
"Insertion: 25702",0.712484237074401,0,7930,2,"Confirmed Fastq","20220114"
"Insertion: 25703",0.711766187956664,0,7938,2,"Confirmed Fastq","20220114"
"Insertion: 25704",0.711049584696703,0,7946,2,"Confirmed Fastq","20220114"
"Insertion: 25705",0.709798994974874,0,7960,2,"Confirmed Fastq","20220114"
"Insertion: 28215",0.723776223776224,0,2288,2,"Confirmed Fastq","20220114"
"Insertion: 20649",1,0,38,2,"Unknown","20220121"
"Insertion: 22205",0.98669403892944,0.045080040123323,43760,24,"Confirmed Fastq","20220121"
"Insertion: 22206",0.98675799086758,0.0448633736291099,43758,24,"Confirmed Fastq","20220121"
"Insertion: 22207",0.98675799086758,0.0448633736291099,43758,24,"Confirmed Fastq","20220121"
"Insertion: 22208",0.98675799086758,0.0448633736291099,43758,24,"Confirmed Fastq","20220121"
"Insertion: 22209",0.986822059719683,0.044646311035273,43756,24,"Confirmed Fastq","20220121"
"Insertion: 22210",0.986822059719683,0.044646311035273,43756,24,"Confirmed Fastq","20220121"
"Insertion: 22211",0.986822059719683,0.044646311035273,43756,24,"Confirmed Fastq","20220121"
"Insertion: 22212",0.986822059719683,0.044646311035273,43756,24,"Confirmed Fastq","20220121"
"Insertion: 22213",0.986822059719683,0.044646311035273,43756,24,"Confirmed Fastq","20220121"
"Insertion: 20649",1,0,38,2,"Unknown","20220128"
"Insertion: 22205",0.993858787198203,0.0310056424593084,104182,52,"Confirmed Fastq","20220128"
"Insertion: 22206",0.993888303477345,0.0308566212110108,104180,52,"Confirmed Fastq","20220128"
"Insertion: 22207",0.993888303477345,0.0308566212110108,104180,52,"Confirmed Fastq","20220128"
"Insertion: 22208",0.993888303477345,0.0308566212110108,104180,52,"Confirmed Fastq","20220128"
"Insertion: 22209",0.993917873716777,0.0307073275289869,104178,52,"Confirmed Fastq","20220128"
"Insertion: 22210",0.993917873716777,0.0307073275289869,104178,52,"Confirmed Fastq","20220128"
"Insertion: 22211",0.993917873716777,0.0307073275289869,104178,52,"Confirmed Fastq","20220128"
"Insertion: 22212",0.993917873716777,0.0307073275289869,104178,52,"Confirmed Fastq","20220128"
"Insertion: 22213",0.993917873716777,0.0307073275289869,104178,52,"Confirmed Fastq","20220128"
"Insertion: 25709",1,0,10890,4,"Confirmed Fastq","20220128"
"Insertion: 25710",1,0,10890,4,"Confirmed Fastq","20220128"
"Insertion: 25711",1,0,10890,4,"Confirmed Fastq","20220128"
"Insertion: 27495",1,0,12114,4,"Confirmed Fastq","20220128"
"Deletion: 1[10870]",1,NA,47,1,"Unknown","20220128"
"Deletion: 1[11180]",0.550387596899225,NA,129,1,"Unknown","20220128"
"Deletion: 1[16187]",0.583098591549296,NA,355,1,"Unknown","20220128"
"Deletion: 1[28254]",1,0,11994,4,"Confirmed Fastq","20220128"
"Deletion: 1[29581]",0.5,NA,29074,1,"Unknown","20220128"
"Deletion: 11[29738]",1,NA,702,1,"Unknown","20220128"
"Deletion: 13[510]",0,NA,1,11,"Possible Artifact","20220128"
"Deletion: 2[20487]",1,NA,33,1,"Unknown","20220128"
"Deletion: 2[519]",0.00087070091423596,NA,2297,1,"Unknown","20220128"
"Deletion: 23[6659]",NA,NA,0,2,"Possible Artifact","20220128"
"Deletion: 35[27266]",1,0,10827,2,"Confirmed Fastq","20220128"
"Deletion: 4[27694]",1,NA,3697,1,"Unknown","20220128"
"Deletion: 4[27720]",0.668622713151536,NA,11588,1,"Unknown","20220128"
"Deletion: 4[28913]",NA,NA,0,1,"Possible Artifact","20220128"
"Deletion: 4[515]",0,NA,784,1,"Unknown","20220128"
"Insertion: 20649",1,NA,19,1,"Unknown","20220128"
"Insertion: 22205",0.992742203052422,0.0340420851845181,40589,22,"Confirmed Fastq","20220128"
"Insertion: 22206",0.992777085927771,0.033878469996234,40588,22,"Confirmed Fastq","20220128"
"Insertion: 22207",0.992777085927771,0.033878469996234,40588,22,"Confirmed Fastq","20220128"
"Insertion: 22208",0.992777085927771,0.033878469996234,40588,22,"Confirmed Fastq","20220128"
"Insertion: 22209",0.992812032574373,0.0337145556942601,40587,22,"Confirmed Fastq","20220128"
"Insertion: 22210",0.992812032574373,0.0337145556942601,40587,22,"Confirmed Fastq","20220128"
"Insertion: 22211",0.992812032574373,0.0337145556942601,40587,22,"Confirmed Fastq","20220128"
"Insertion: 22212",0.992812032574373,0.0337145556942601,40587,22,"Confirmed Fastq","20220128"
"Insertion: 22213",0.992812032574373,0.0337145556942601,40587,22,"Confirmed Fastq","20220128"
"Deletion: 1[10870]",1,NA,47,1,"Unknown","20220203"
"Deletion: 1[11180]",0.550387596899225,NA,129,1,"Unknown","20220203"
"Deletion: 1[16187]",0.583098591549296,NA,355,1,"Unknown","20220203"
"Deletion: 1[26158]",0.992918352744716,0.00972333108046517,32675,2,"Confirmed Fastq","20220203"
"Deletion: 1[29581]",0.5,NA,29074,1,"Unknown","20220203"
"Deletion: 11[29738]",1,NA,702,1,"Unknown","20220203"
"Deletion: 13[510]",0,0,228,13,"Unknown","20220203"
"Deletion: 2[20487]",1,NA,33,1,"Unknown","20220203"
"Deletion: 2[28247]",0.00202429149797571,0.0028627804906338,284,2,"Unknown","20220203"
"Deletion: 2[519]",0.00043535045711798,0.000615678520841574,10380,2,"Unknown","20220203"
"Deletion: 23[6659]",NA,NA,0,2,"Possible Artifact","20220203"
"Deletion: 4[27694]",1,NA,3697,1,"Unknown","20220203"
"Deletion: 4[27720]",0.668622713151536,NA,11588,1,"Unknown","20220203"
"Deletion: 4[28913]",NA,NA,0,1,"Possible Artifact","20220203"
"Deletion: 4[515]",0,NA,784,1,"Unknown","20220203"
"Insertion: 20649",1,NA,19,1,"Unknown","20220203"
"Insertion: 22205",0.993858787198203,0.0313141639134874,40240,26,"Confirmed Fastq","20220203"
"Insertion: 22206",0.993888303477345,0.0311636598301772,40239,26,"Confirmed Fastq","20220203"
"Insertion: 22207",0.993888303477345,0.0311636598301772,40239,26,"Confirmed Fastq","20220203"
"Insertion: 22208",0.993888303477345,0.0311636598301772,40239,26,"Confirmed Fastq","20220203"
"Insertion: 22209",0.993917873716777,0.0310128806022905,40238,26,"Confirmed Fastq","20220203"
"Insertion: 22210",0.993917873716777,0.0310128806022905,40238,26,"Confirmed Fastq","20220203"
"Insertion: 22211",0.993917873716777,0.0310128806022905,40238,26,"Confirmed Fastq","20220203"
"Insertion: 22212",0.993917873716777,0.0310128806022905,40238,26,"Confirmed Fastq","20220203"
"Insertion: 22213",0.993917873716777,0.0310128806022905,40238,26,"Confirmed Fastq","20220203"
"Insertion: 27322",1,0,2616,2,"Confirmed Fastq","20220203"
"Insertion: 29387",0.302308802308802,NA,2772,1,"Unknown","20220203"
"Deletion: 1[10870]",1,NA,47,1,"Unknown","20220217"
"Deletion: 1[11180]",0.550387596899225,NA,129,1,"Unknown","20220217"
"Deletion: 1[16187]",0.583098591549296,NA,355,1,"Unknown","20220217"
"Deletion: 1[27030]",0.444015444015444,NA,259,1,"Unknown","20220217"
"Deletion: 1[29581]",0.5,NA,29074,1,"Unknown","20220217"
"Deletion: 1[518]",0.33331558631705,0.577319530455741,47286,3,"Unknown","20220217"
"Deletion: 11[29738]",1,NA,702,1,"Unknown","20220217"
"Deletion: 13[510]",0,0,228,13,"Unknown","20220217"
"Deletion: 2[20487]",1,NA,33,1,"Unknown","20220217"
"Deletion: 2[28247]",0.00202429149797571,0.0028627804906338,284,2,"Unknown","20220217"
"Deletion: 2[519]",0.00043535045711798,0.000615678520841574,10380,2,"Unknown","20220217"
"Deletion: 23[6659]",NA,NA,0,2,"Possible Artifact","20220217"
"Deletion: 4[27694]",1,NA,3697,1,"Unknown","20220217"
"Deletion: 4[27720]",0.668622713151536,NA,11588,1,"Unknown","20220217"
"Deletion: 4[28913]",NA,NA,0,1,"Possible Artifact","20220217"
"Deletion: 4[515]",0,0,5364,2,"Unknown","20220217"
"Deletion: 5[513]",0.48052856329956,0.237078060254669,16601014,56,"Unknown","20220217"
"Deletion: 7[516]",0,NA,1,1,"Possible Artifact","20220217"
"Insertion: 17020",1,NA,410,1,"Unknown","20220217"
"Insertion: 20649",1,NA,19,1,"Unknown","20220217"
"Insertion: 22084",0.025130890052356,NA,955,1,"Unknown","20220217"
"Insertion: 22205",0.995161468701615,0.0277952461608094,54831,33,"Confirmed Fastq","20220217"
"Insertion: 22206",0.995184723951847,0.0276616549189876,54830,33,"Confirmed Fastq","20220217"
"Insertion: 22207",0.995184723951847,0.0276616549189876,54830,33,"Confirmed Fastq","20220217"
"Insertion: 22208",0.995184723951847,0.0276616549189876,54830,33,"Confirmed Fastq","20220217"
"Insertion: 22209",0.995208021716248,0.0275278194518608,54829,33,"Confirmed Fastq","20220217"
"Insertion: 22210",0.995208021716248,0.0275278194518608,54829,33,"Confirmed Fastq","20220217"
"Insertion: 22211",0.995208021716248,0.0275278194518608,54829,33,"Confirmed Fastq","20220217"
"Insertion: 22212",0.995208021716248,0.0275278194518608,54829,33,"Confirmed Fastq","20220217"
"Insertion: 22213",0.995208021716248,0.0275278194518608,54829,33,"Confirmed Fastq","20220217"
"Insertion: 29387",0.302308802308802,NA,2772,1,"Unknown","20220217"
"Deletion: 1[10870]",1,NA,47,1,"Unknown","20220225"
"Deletion: 1[11180]",0.550387596899225,NA,129,1,"Unknown","20220225"
"Deletion: 1[16187]",0.583098591549296,NA,355,1,"Unknown","20220225"
"Deletion: 1[27030]",0.444015444015444,NA,259,1,"Unknown","20220225"
"Deletion: 1[29581]",0.5,NA,29074,1,"Unknown","20220225"
"Deletion: 1[29726]",0.5,NA,18228,1,"Unknown","20220225"
"Deletion: 1[518]",0.499702363236188,0.577006757584272,89491,5,"Unknown","20220225"
"Deletion: 11[29738]",1,NA,702,1,"Unknown","20220225"
"Deletion: 13[510]",0,0,228,14,"Unknown","20220225"
"Deletion: 2[20487]",1,NA,33,1,"Unknown","20220225"
"Deletion: 2[28023]",1,NA,11519,1,"Unknown","20220225"
"Deletion: 2[28247]",0.00202429149797571,0.0028627804906338,284,2,"Unknown","20220225"
"Deletion: 2[519]",0.00043535045711798,0.000615678520841574,10380,2,"Unknown","20220225"
"Deletion: 23[6659]",NA,NA,0,2,"Possible Artifact","20220225"
"Deletion: 4[27694]",1,NA,3697,1,"Unknown","20220225"
"Deletion: 4[27720]",0.668622713151536,NA,11588,1,"Unknown","20220225"
"Deletion: 4[28913]",NA,NA,0,1,"Possible Artifact","20220225"
"Deletion: 4[515]",0,0,5364,2,"Unknown","20220225"
"Deletion: 5[513]",0.481657518419233,0.230688674406089,16837615,60,"Unknown","20220225"
"Deletion: 7[516]",0,NA,1,1,"Possible Artifact","20220225"
"Deletion: 8[21988]",1,NA,34,1,"Unknown","20220225"
"Insertion: 17020",1,NA,410,1,"Unknown","20220225"
"Insertion: 19984",0.833819241982507,NA,343,1,"Unknown","20220225"
"Insertion: 20649",1,NA,19,1,"Unknown","20220225"
"Insertion: 22084",0.025130890052356,NA,955,1,"Unknown","20220225"
"Insertion: 22205",0.981675790754258,0.086752034014899,59927,36,"Confirmed Fastq","20220225"
"Insertion: 22206",0.981679397165557,0.0868175942411113,59931,36,"Confirmed Fastq","20220225"
"Insertion: 22207",0.981679397165557,0.0868175942411113,59931,36,"Confirmed Fastq","20220225"
"Insertion: 22208",0.981679397165557,0.0868175942411113,59931,36,"Confirmed Fastq","20220225"
"Insertion: 22209",0.981697216688248,0.0868023306516639,59931,36,"Confirmed Fastq","20220225"
"Insertion: 22210",0.981697216688248,0.0868023306516639,59931,36,"Confirmed Fastq","20220225"
"Insertion: 22211",0.981697216688248,0.0868023306516639,59931,36,"Confirmed Fastq","20220225"
"Insertion: 22212",0.981697216688248,0.0868023306516639,59931,36,"Confirmed Fastq","20220225"
"Insertion: 22213",0.981697216688248,0.0868023306516639,59931,36,"Confirmed Fastq","20220225"
"Insertion: 27746",1,NA,1288,1,"Unknown","20220225"
"Insertion: 29387",0.302308802308802,NA,2772,1,"Unknown","20220225"
"Deletion: 1[10870]",1,NA,47,1,"Unknown","20220304"
"Deletion: 1[11180]",0.550387596899225,NA,129,1,"Unknown","20220304"
"Deletion: 1[16187]",0.583098591549296,NA,355,1,"Unknown","20220304"
"Deletion: 1[27030]",0.444015444015444,NA,259,1,"Unknown","20220304"
"Deletion: 1[27792]",0.999879139473048,0.00055385251328931,155901,21,"Confirmed Fastq","20220304"
"Deletion: 1[29581]",0.48880301228696,0.0158349318815061,34120,2,"Unknown","20220304"
"Deletion: 1[29726]",0.500045306270388,6.40727420430343e-05,29264,2,"Unknown","20220304"
"Deletion: 1[518]",0.499702363236188,0.577006757584272,89491,5,"Unknown","20220304"
"Deletion: 11[27569]",NA,NA,0,1,"Possible Artifact","20220304"
"Deletion: 11[29738]",1,NA,702,1,"Unknown","20220304"
"Deletion: 13[510]",0.000101240192356365,0.000247986812734313,13269,20,"Unknown","20220304"
"Deletion: 2[20487]",1,NA,33,1,"Unknown","20220304"
"Deletion: 2[28023]",1,NA,11519,1,"Unknown","20220304"
"Deletion: 2[28247]",0.00202429149797571,0.0028627804906338,284,2,"Unknown","20220304"
"Deletion: 2[519]",0.00043535045711798,0.000615678520841574,10380,2,"Unknown","20220304"
"Deletion: 23[6659]",NA,NA,0,2,"Possible Artifact","20220304"
"Deletion: 4[27694]",1,NA,3697,1,"Unknown","20220304"
"Deletion: 4[27720]",0.668622713151536,NA,11588,1,"Unknown","20220304"
"Deletion: 4[28913]",NA,NA,0,1,"Possible Artifact","20220304"
"Deletion: 4[515]",0.333333333333333,0.577350269189626,31053,3,"Unknown","20220304"
"Deletion: 5[513]",0.485723392073207,0.218471418104965,17201895,79,"Unknown","20220304"
"Deletion: 7[516]",0,NA,1,1,"Possible Artifact","20220304"
"Deletion: 8[21988]",1,NA,34,1,"Unknown","20220304"
"Insertion: 1629",0.880681818181818,0.168741390964972,122,2,"Unknown","20220304"
"Insertion: 17020",1,NA,410,1,"Unknown","20220304"
"Insertion: 19984",0.833819241982507,NA,343,1,"Unknown","20220304"
"Insertion: 20649",1,NA,19,1,"Unknown","20220304"
"Insertion: 22084",0.025130890052356,NA,955,1,"Unknown","20220304"
"Insertion: 22205",0.986806569343066,0.0737883995883448,81559,50,"Confirmed Fastq","20220304"
"Insertion: 22206",0.97548211335553,0.0946202760357872,82666,52,"Confirmed Fastq","20220304"
"Insertion: 22207",0.97548211335553,0.0946202760357872,82666,52,"Confirmed Fastq","20220304"
"Insertion: 22208",0.975379721340386,0.0948180501793476,82667,52,"Confirmed Fastq","20220304"
"Insertion: 22209",0.975392057933019,0.0948092955289512,82667,52,"Confirmed Fastq","20220304"
"Insertion: 22210",0.97527922279061,0.0950590280896294,82669,52,"Confirmed Fastq","20220304"
"Insertion: 22211",0.964376474970514,0.134629398837737,83350,52,"Confirmed Fastq","20220304"
"Insertion: 22212",0.96440752095405,0.134505646306885,83349,52,"Confirmed Fastq","20220304"
"Insertion: 22213",0.964460950472966,0.134298490889819,83349,52,"Confirmed Fastq","20220304"
"Insertion: 22214",0.405434811908654,0.0522472294573196,1786,2,"Unknown","20220304"
"Insertion: 27746",1,NA,1288,1,"Unknown","20220304"
"Insertion: 28261",1,0,5702,2,"Confirmed Fastq","20220304"
"Insertion: 28262",1,0,5702,2,"Confirmed Fastq","20220304"
"Insertion: 29387",0.302308802308802,NA,2772,1,"Unknown","20220304"
"Insertion: 6697",0.692305798263757,0.150404327446254,1103,2,"Unknown","20220304"
"Insertion: 9503",1,NA,167,1,"Unknown","20220304"
"Deletion: 1[10870]",1,NA,47,1,"Unknown","20220307"
"Deletion: 1[11180]",0.550387596899225,NA,129,1,"Unknown","20220307"
"Deletion: 1[16187]",0.583098591549296,NA,355,1,"Unknown","20220307"
"Deletion: 1[27030]",0.444015444015444,NA,259,1,"Unknown","20220307"
"Deletion: 1[29581]",0.48880301228696,0.0158349318815061,34120,2,"Unknown","20220307"
"Deletion: 1[29726]",0.500045306270388,6.40727420430343e-05,29264,2,"Unknown","20220307"
"Deletion: 1[518]",0.499702363236188,0.577006757584272,89491,5,"Unknown","20220307"
"Deletion: 11[27569]",NA,NA,0,1,"Possible Artifact","20220307"
"Deletion: 11[29738]",1,NA,702,1,"Unknown","20220307"
"Deletion: 13[510]",0.000101240192356365,0.000247986812734313,13269,20,"Unknown","20220307"
"Deletion: 2[20487]",1,NA,33,1,"Unknown","20220307"
"Deletion: 2[28023]",1,NA,11519,1,"Unknown","20220307"
"Deletion: 2[28247]",0.00202429149797571,0.0028627804906338,284,2,"Unknown","20220307"
"Deletion: 2[519]",0.00043535045711798,0.000615678520841574,10380,2,"Unknown","20220307"
"Deletion: 23[6659]",NA,NA,0,2,"Possible Artifact","20220307"
"Deletion: 4[27694]",1,NA,3697,1,"Unknown","20220307"
"Deletion: 4[27720]",0.668622713151536,NA,11588,1,"Unknown","20220307"
"Deletion: 4[28913]",NA,NA,0,1,"Possible Artifact","20220307"
"Deletion: 4[515]",0.333333333333333,0.577350269189626,31053,3,"Unknown","20220307"
"Deletion: 5[513]",0.485352559966646,0.221515463178996,17112464,77,"Unknown","20220307"
"Deletion: 7[516]",0,NA,1,1,"Possible Artifact","20220307"
"Deletion: 8[21988]",1,NA,34,1,"Unknown","20220307"
"Insertion: 1629",0.880681818181818,0.168741390964972,122,2,"Unknown","20220307"
"Insertion: 17020",1,NA,410,1,"Unknown","20220307"
"Insertion: 19984",0.833819241982507,NA,343,1,"Unknown","20220307"
"Insertion: 20649",1,NA,19,1,"Unknown","20220307"
"Insertion: 22084",0.025130890052356,NA,955,1,"Unknown","20220307"
"Insertion: 22205",0.986256843065693,0.0752907879138868,75857,48,"Confirmed Fastq","20220307"
"Insertion: 22206",0.974501397889751,0.0963997295299844,76964,50,"Confirmed Fastq","20220307"
"Insertion: 22207",0.974501397889751,0.0963997295299844,76964,50,"Confirmed Fastq","20220307"
"Insertion: 22208",0.974394910194002,0.0966006703126933,76965,50,"Confirmed Fastq","20220307"
"Insertion: 22209",0.97440774025034,0.0965918599226929,76965,50,"Confirmed Fastq","20220307"
"Insertion: 22210",0.974290391702235,0.0968457680732146,76967,50,"Confirmed Fastq","20220307"
"Insertion: 22211",0.962951533969334,0.137153216326616,77648,50,"Confirmed Fastq","20220307"
"Insertion: 22212",0.962983821792212,0.137027125142466,77647,50,"Confirmed Fastq","20220307"
"Insertion: 22213",0.963039388491885,0.136816071037558,77647,50,"Confirmed Fastq","20220307"
"Insertion: 22214",0.405434811908654,0.0522472294573196,1786,2,"Unknown","20220307"
"Insertion: 27746",1,NA,1288,1,"Unknown","20220307"
"Insertion: 29387",0.302308802308802,NA,2772,1,"Unknown","20220307"
"Insertion: 6697",0.692305798263757,0.150404327446254,1103,2,"Unknown","20220307"
"Insertion: 9503",1,NA,167,1,"Unknown","20220307"
